,Return
2014-01-31,-0.033745438625654274
2014-02-28,0.04412908847040571
2014-03-31,0.009066105773773411
2014-04-30,0.003155252807416806
2014-05-30,0.040336712569983
2014-06-30,0.027463176954261457
2014-07-31,0.017490905901181877
2014-08-29,0.01394846520079428
2014-09-30,-0.024990911955284634
2014-10-31,0.04421946788231129
2014-11-28,-0.006196398051340344
2014-12-31,-0.004379787121895296
2015-01-30,0.06411201104371628
2015-02-27,0.007342138466301924
2015-03-31,0.005070694875240253
2015-04-30,0.00846473610732127
2015-05-29,-0.015750893660463765
2015-06-30,-0.02018261957060586
2015-07-31,0.04124759594726143
2015-08-31,-0.042313361126505314
2015-09-30,0.006813751529992607
2015-10-30,0.056320211670579365
2015-11-30,-0.0384279636605241
2015-12-31,0.03597933914009875
2016-01-29,-0.03913036607987599
2016-02-29,0.007183066281021264
2016-03-31,0.050848300331830854
2016-04-29,0.00026237946275708794
2016-05-31,0.0041012083535488745
2016-06-30,0.010902809669895926
2016-07-29,0.046845902049777274
2016-08-31,-0.01481499677958881
2016-09-30,0.02400734550321581
2016-10-31,-0.0031970066733506084
2016-11-30,-0.03166872750851226
2016-12-30,-0.020885380294848956
2017-01-31,0.05104126785929317
2017-02-28,-0.005224275496814591
2017-03-31,0.0051086010580757985
2017-04-28,0.008718087728618353
2017-05-31,0.057292774216162544
2017-06-30,-0.0016149075750213175
2017-07-31,0.030879322747876053
2017-08-31,7.255034386006918e-05
2017-09-29,-0.017344325686271984
2017-10-31,0.025967789387019352
2017-11-30,0.03544111673490908
2017-12-29,-0.026051684233359726
2018-01-31,0.029356074964336103
2018-02-28,-0.011280481776589904
2018-03-30,0.004744177057077444
2018-04-30,0.004055741672917648
2018-05-31,-0.009755249113784071
2018-06-29,-0.012351094066237678
2018-07-31,0.004229424234362049
2018-08-31,-0.0070637624434177265
2018-09-28,0.02341754081561038
2018-10-31,-0.05594391339522677
2018-11-30,-0.0006453878360630143
2018-12-31,-0.018729960525608595
2019-01-31,0.037687419884239126
2019-02-28,-0.0036204182472260103
2019-03-29,-0.014046546214990898
2019-04-30,-0.022613688142522157
2019-05-31,-0.004836417094610272
2019-06-28,0.013976851969137762
2019-07-31,-0.013725006669423206
2019-08-30,-0.02072693925009367
2019-09-30,0.03129753374553088
2019-10-31,0.028622502906506114
2019-11-29,-0.011617681497718592
2019-12-31,0.02745915022014415
2020-01-31,-0.012405450397335203
2020-02-28,-0.06340428188103517
2020-03-31,-0.05145752707884484
2020-04-30,0.043483181540827406
2020-05-29,-0.0029547088097577785
2020-06-30,-0.008015977156343827
2020-07-31,-0.027060950518946723
2020-08-31,0.05436407777473508
2020-09-30,-0.019744750081918144
2020-10-30,-0.03218083896098917
2020-11-30,0.05899253098348985
2020-12-31,0.016011241991079922
2021-01-29,0.018714608661809143
2021-02-26,-0.009696397642316706
2021-03-31,0.03207663778539253
2021-04-30,-0.020604172130551716
2021-05-31,0.013407648478970385
2021-06-30,0.0033362277575758274
2021-07-30,0.014761265066395855
2021-08-31,0.026841156677150764
2021-09-30,0.008025526148299203
2021-10-29,-0.018249691823246587
2021-11-30,-0.012798464028646962
2021-12-31,0.02179355988813912
2022-01-31,-0.004843782290970808
2022-02-28,0.011680495231548375
2022-03-31,-0.02729658178067575
2022-04-29,-0.03161904931216879
2022-05-31,0.025936883513910134
2022-06-30,-0.056970475613681196
2022-07-29,0.030327534867134787
2022-08-31,-0.02959884865391172
2022-09-30,-0.061495515758876844
2022-10-31,-0.02482153509321618
2022-11-30,0.09716304998503518
2022-12-30,0.03297796139733299
2023-01-31,0.03798424330916063
2023-02-28,-0.04211218923168094
2023-03-31,0.04408665290855857
2023-04-28,0.03761475322867616
2023-05-31,-0.012341169620409292
2023-06-30,0.03093200344808955
2023-07-31,0.03258635653300816
2023-08-31,0.008409617027497233
2023-09-29,-0.005879059179709682
2023-10-31,-0.02075152715500253
2023-11-30,0.03634300532216904
2023-12-29,-0.07572988345965896
2024-01-31,0.012123262765648178
2024-02-29,0.0034023144928761557
2024-03-29,0.044211327993415324
2024-04-30,-0.03533442545500521
2024-05-31,-0.010365714824377837
2024-06-28,-0.0262442296132957
2024-07-31,0.042231938520780096
2024-08-30,0.02476372674271054
2024-09-30,0.004864778067941565
2024-10-31,-0.0413002097093612
2024-11-29,0.02671813734430277
2024-12-31,-0.019141953610137707
2025-01-31,0.05220556511828281
2025-02-28,0.04656121109409927
2025-03-31,0.045539561194357446
2025-04-30,0.10298555470758274
2025-05-30,0.011317166567631947
2025-06-30,0.04851831936331793
2025-07-31,0.01765548319206332
2025-08-29,0.012949828219730565
2025-09-30,0.025351577319379984
2025-10-31,-0.013649900303349694
2025-11-28,0.025783057378877806
2025-12-31,0.011386016773510301
